An,Bn
3.64735516372796,46.75
3.64735516372796,47.15
3.68787878787879,14.65
3.68787878787879,17.5
3.68787878787879,18.95
3.68787878787879,19.75
3.68787878787879,19.85
3.68787878787879,20.4
3.68787878787879,20.75
3.68787878787879,21.15
3.68787878787879,21.45
3.68787878787879,23.05
3.68787878787879,23.2
3.68787878787879,23.45
3.68787878787879,23.45
3.68787878787879,23.6
3.68787878787879,24.45
3.68787878787879,24.7
3.68787878787879,25.75
3.68787878787879,27.3
3.68787878787879,28
3.68787878787879,28.6
3.70693641618497,27
3.70693641618497,27.45
3.70693641618497,28
3.70693641618497,28.05
3.70693641618497,28.1
3.70693641618497,28.9
3.70693641618497,28.95
3.70693641618497,29
3.70693641618497,29.3
3.70693641618497,29.4
3.70693641618497,29.4
3.70693641618497,29.45
3.70693641618497,29.85
3.70693641618497,30.7
3.70693641618497,31.85
3.70693641618497,32.05
3.85882352941176,33.25
3.85882352941176,33.35
3.85882352941176,34.5
3.85882352941176,35.05
3.85882352941176,35.55
3.85882352941176,37.65
3.85882352941176,38.4
3.85882352941176,38.4
3.85882352941176,38.8
3.85882352941176,39.15
3.85882352941176,39.25
3.85882352941176,39.75
3.85882352941176,39.8
3.85882352941176,39.85
3.85882352941176,41.25
3.85882352941176,42.55
3.85882352941176,42.65
3.85882352941176,43.2
3.85882352941176,43.7
3.85882352941176,44.7
3.8962962962963,27
3.8962962962963,27.85
3.8962962962963,27.9
3.8962962962963,28.8
3.8962962962963,28.9
3.8962962962963,29.45
3.8962962962963,29.95
3.8962962962963,30.4
3.8962962962963,30.55
3.8962962962963,30.85
3.8962962962963,31.25
3.8962962962963,31.85
3.8962962962963,32.2
3.8962962962963,33
3.8962962962963,34
3.8962962962963,34.15
3.8962962962963,35.25
3.8962962962963,35.4
3.8962962962963,35.8
3.8962962962963,35.9
3.91119005328597,32.8
3.91119005328597,33.25
3.91119005328597,33.65
3.91119005328597,34.15
3.91119005328597,34.2
3.91119005328597,34.45
3.91119005328597,34.85
3.91119005328597,35.45
3.91119005328597,36.1
3.91119005328597,37.75
3.91119005328597,37.8
3.91119005328597,37.9
3.91119005328597,38.3
3.91119005328597,38.55
3.91119005328597,39.2
3.91119005328597,39.25
3.91119005328597,39.3
3.91119005328597,39.5
3.91119005328597,40.7
3.91119005328597,46.05
3.93118279569893,10.45
3.93118279569893,23.05
3.93118279569893,23.6
3.93118279569893,24.7
3.93118279569893,27.05
3.93118279569893,27.45
3.93118279569893,28.55
3.93118279569893,29.9
3.93118279569893,34.2
3.93118279569893,34.3
3.93118279569893,35
3.93118279569893,36.25
3.93118279569893,36.65
3.93118279569893,40.1
3.93118279569893,44.05
3.93118279569893,44.75
3.93118279569893,49
3.93118279569893,49.35
3.93118279569893,52
3.93118279569893,59.85
3.99135446685879,28.9
3.99135446685879,29.25
3.99135446685879,29.45
3.99135446685879,30.25
3.99135446685879,30.85
3.99135446685879,31.05
3.99135446685879,31.45
3.99135446685879,31.9
3.99135446685879,32.95
3.99135446685879,33.1
3.99135446685879,33.35
3.99135446685879,33.4
3.99135446685879,34.15
3.99135446685879,34.25
3.99135446685879,34.7
3.99135446685879,35.15
3.99135446685879,35.35
3.99135446685879,35.9
3.99135446685879,38.25
3.99135446685879,39.25
4.02453987730061,32.15
4.02453987730061,35.85
4.02453987730061,36.5
4.02453987730061,37.75
4.02453987730061,39.45
4.02453987730061,39.6
4.02453987730061,39.65
4.02453987730061,39.9
4.02453987730061,39.95
4.02453987730061,40.25
4.02453987730061,40.85
4.02453987730061,41.7
4.02453987730061,42.4
4.02453987730061,43.05
4.02453987730061,43.4
4.02453987730061,45.05
4.02453987730061,45.05
4.02453987730061,45.25
4.02453987730061,46.7
4.02453987730061,47.2
4.04504504504505,20
4.04504504504505,21.5
4.04504504504505,25.25
4.04504504504505,27.3
4.04504504504505,29.15
4.04504504504505,29.6
4.04504504504505,29.7
4.04504504504505,29.85
